longitude_latitude,return_level_10years,return_level_25years,return_level_50years,return_level_100years,return_level_150years,return_level_250years,return_level_500years
grid_117.7999999999997272_9.0999999999999339,12.084882439409718,13.36736064664558,14.337517958677848,15.307675270710117,15.875180918049427,16.590153477945975,17.560310789978246
grid_117.8999999999997215_8.7999999999999350,11.653076737903652,13.386346907223807,14.697515174260179,16.00868344129655,16.77566770964837,17.741953610616704,19.053121877653076
grid_117.8999999999997215_8.8999999999999346,10.848987922680799,12.457289335829799,13.673922388239536,14.890555440649273,15.602240153446886,16.498856853798273,17.71548990620801
grid_117.8999999999997215_8.9999999999999343,10.550666908934142,11.652079853402096,12.485266581733036,13.318453310063978,13.805836302236123,14.419866254531932,15.253052982862872
grid_117.8999999999997215_9.0999999999999339,11.409226434842445,13.071871402353393,14.329613766663018,15.58735613097264,16.32308824966214,17.25000109848359,18.507743462793215
grid_117.8999999999997215_9.1999999999999336,15.01505412353809,16.41234840385139,16.765288907890266,16.905601621750737,16.944213424298074,16.970840819880333,16.987319492838036
grid_117.9999999999997158_8.8999999999999346,13.458353284936821,15.775502410308931,17.52835805679517,19.28121370328141,20.306568525653198,21.59836282865352,23.35121847513976
grid_117.9999999999997158_8.9999999999999343,12.720020907884026,14.895425255908732,16.54105511765251,18.186684979396286,19.149316738583337,20.362089327420993,22.00771918916477
grid_117.9999999999997158_9.0999999999999339,12.224542140677976,14.084047773356279,15.490709482015056,16.897371190673837,17.720215541439572,18.75687682335214,20.163538532010918
grid_117.9999999999997158_9.1999999999999336,14.285715347813312,16.243513296379895,17.72453027161363,19.205547246847374,20.071886640290582,21.163345195413953,22.644362170647696
grid_118.0999999999997101_9.1999999999999336,14.759735294955076,17.11532263896442,18.8972556753525,20.679188711740576,21.721552716823787,23.034776055749923,24.816709092137998
grid_118.0999999999997101_9.2999999999999332,16.72261414663465,18.440270579676415,19.739627511180405,21.038984442684395,21.79905952266634,22.756640875726156,24.05599780723015
grid_118.1999999999997044_9.1999999999999336,14.976531635318565,16.940425764659608,18.426054322624694,19.91168288058978,20.7807198769998,21.875577009930822,23.361205567895908
grid_118.1999999999997044_9.2999999999999332,15.391928919392548,16.637670769542236,17.580038100237203,18.52240543093217,19.07365498129342,19.76814728108186,20.710514611776826
grid_118.1999999999997044_9.3999999999999329,16.618239264406963,17.778714709285875,18.656580494397122,19.53444627950837,20.047964844464587,20.69492172438728,21.57278750949853
grid_118.2999999999996987_9.2999999999999332,14.436328505749424,15.66248771820919,16.590041355356334,17.517594992503476,18.06017908764207,18.743754204963242,19.671307842110384
grid_118.2999999999996987_9.3999999999999329,14.546773002351836,15.529381488451005,16.27269611342907,17.01601073840714,17.450821920256917,17.998619224506307,18.741933849484376
grid_118.2999999999996987_9.4999999999999325,17.898067745091904,18.65429031313382,18.858332846104602,18.943978874197715,18.96864853177283,18.98626890146961,18.99767951608047
grid_118.3999999999996930_9.2999999999999332,15.150507293788344,16.44670335624323,16.853062239510834,17.04615523675188,17.107851631058484,17.155604315170383,17.18991672096228
grid_118.3999999999996930_9.3999999999999329,13.45915278140319,13.920899017622375,14.008670650815391,14.036325155966537,14.042573253912064,14.046282949988724,14.04817579020218
