,value,region_id,impf_,geometry
295,548858.2209909757,616,1,POINT (16.55 54.55)
296,196462.95136430865,616,1,POINT (16.58333333 54.55)
297,154338.11295174522,616,1,POINT (16.61666667 54.55)
298,78506.67784522825,616,1,POINT (16.65 54.55)
299,104576.79195761618,616,1,POINT (16.68333333 54.55)
300,116680.7788516423,616,1,POINT (16.71666667 54.55)
301,146131.98988971888,616,1,POINT (16.75 54.55)
302,429776.7616167961,616,1,POINT (16.78333333 54.55)
303,4098966.5045855604,616,1,POINT (16.81666667 54.55)
304,25790997.57252675,616,1,POINT (16.85 54.55)
305,17201449.37215332,616,1,POINT (16.88333333 54.55)
306,1151921.415880382,616,1,POINT (16.91666667 54.55)
307,1100025.5543713234,616,1,POINT (16.95 54.55)
308,1904719.664805088,616,1,POINT (16.98333333 54.55)
309,2094525.0302164713,616,1,POINT (17.01666667 54.55)
310,5845044.491372658,616,1,POINT (17.05 54.55)
311,3957997.0354575715,616,1,POINT (17.08333333 54.55)
312,2332092.9810725255,616,1,POINT (17.11666667 54.55)
313,1271842.2174510504,616,1,POINT (17.15 54.55)
314,554471.1925766316,616,1,POINT (17.18333333 54.55)
315,126749.34662045086,616,1,POINT (17.21666667 54.55)
316,118647.97289086114,616,1,POINT (17.25 54.55)
317,124041.3783988454,616,1,POINT (17.28333333 54.55)
318,129470.44995577328,616,1,POINT (17.31666667 54.55)
319,124163.26572737408,616,1,POINT (17.35 54.55)
320,119360.99472635721,616,1,POINT (17.38333333 54.55)
321,116515.57012321489,616,1,POINT (17.41666667 54.55)
322,110988.87584482653,616,1,POINT (17.45 54.55)
323,109716.47629127192,616,1,POINT (17.48333333 54.55)
324,109770.81160639916,616,1,POINT (17.51666667 54.55)
325,129031.25308925429,616,1,POINT (17.55 54.55)
326,409846.7668092513,616,1,POINT (17.58333333 54.55)
327,987310.063634593,616,1,POINT (17.61666667 54.55)
328,342406.08478007163,616,1,POINT (17.65 54.55)
329,2044888.7446261575,616,1,POINT (17.68333333 54.55)
330,161995204.8999941,616,1,POINT (17.71666667 54.55)
